course_id,discipline,distance,nb_partants,allocation,taux_hippo,confiance_top1,cote_top1,ecart_top2,std_probas,temperature,precipitation,vent_kmh,terrain_lourd,erreur_top1,top1_dans_top5,gagnant_rang_chez_victor,precision_quinte,victor_correct,tranche_conf,tranche_dist
2,TROT_MONTE,1200,12,136527,0.4254,62.43,7.8,1.01,13.7,15.0,0.0,10.0,0,2,1,99,3,1,55-65%,Sprint
3,PLAT,3900,6,26000,0.4344,94.06,2.0,2.52,4.52,12.6,0.1,19.7,0,3,1,6,4,1,>65%,Fond
4,PLAT,3600,13,26000,0.4344,73.8,4.3,3.62,11.14,12.6,0.1,19.7,0,2,1,99,3,1,>65%,Fond
8,TROT_MONTE,1000,12,102104,0.4254,58.46,9.2,0.71,13.96,15.0,0.0,10.0,0,6,0,99,0,0,55-65%,Sprint
9,TROT_MONTE,1200,8,217043,0.4254,92.86,1.6,16.86,10.58,15.0,0.0,10.0,0,3,1,4,3,1,>65%,Sprint
10,TROT_MONTE,1650,12,102104,0.4254,66.98,6.3,1.1,3.62,15.0,0.0,10.0,0,10,0,4,2,0,>65%,Moyen
14,PLAT,3600,12,62000,0.4344,74.66,2.8,4.14,7.84,12.6,0.1,19.7,0,3,1,10,3,1,>65%,Fond
15,PLAT,3600,13,110000,0.4344,65.87,6.0,0.24,4.14,12.6,0.1,19.7,0,1,1,1,3,1,>65%,Fond
16,PLAT,3800,7,95000,0.4344,89.77,3.6,5.88,12.09,12.6,0.1,19.7,0,2,1,99,3,1,>65%,Fond
17,PLAT,3800,9,26000,0.4344,67.85,8.5,3.44,10.92,12.6,0.1,19.7,0,1,1,1,3,1,>65%,Fond
18,PLAT,3450,9,63000,0.4344,90.3,1.8,15.35,9.93,12.6,0.1,19.7,0,5,1,99,3,1,>65%,Fond
21,PLAT,3600,11,55000,0.4344,76.95,3.8,0.46,9.17,12.6,0.1,19.7,0,2,1,4,3,1,>65%,Fond
25,CROSS,2850,16,6000,0.3627,67.29,4.7,4.15,9.4,13.1,0.0,15.6,0,3,1,2,3,1,>65%,Fond
26,TROT_ATTELE,2850,10,23000,0.3627,81.12,2.4,5.04,8.41,13.1,0.0,15.6,0,1,1,1,2,1,>65%,Fond
29,CROSS,2850,16,53000,0.3627,78.73,2.4,11.55,10.84,13.1,0.0,15.6,0,1,1,1,4,1,>65%,Fond
30,TROT_ATTELE,2850,12,30000,0.3627,74.74,1.9,4.43,9.89,13.1,0.0,15.6,0,1,1,1,4,1,>65%,Fond
32,CROSS,2850,16,21000,0.3627,69.36,3.9,16.96,9.0,13.1,0.0,15.6,0,3,1,99,3,1,>65%,Fond
33,CROSS,2850,15,30000,0.3627,70.41,3.9,5.7,6.31,13.1,0.0,15.6,0,13,0,3,4,0,>65%,Fond
35,CROSS,2850,16,24000,0.3627,84.14,1.7,22.0,15.04,13.1,0.0,15.6,0,1,1,1,4,1,>65%,Fond
38,CROSS,2850,10,18000,0.3627,73.13,3.6,1.65,10.23,13.1,0.0,15.6,0,2,1,2,4,1,>65%,Fond
44,TROT_MONTE,3300,24,92911,0.417,63.81,4.1,11.91,13.3,15.0,0.0,10.0,0,3,1,2,2,1,55-65%,Fond
50,PLAT,4900,6,210357,0.417,90.21,1.5,6.36,3.53,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Fond
51,PLAT,3200,8,464556,0.417,86.53,1.2,15.14,7.44,15.0,0.0,10.0,0,99,0,4,1,0,>65%,Fond
54,OBSTACLE,5850,12,87104,0.417,67.98,2.3,19.03,8.74,15.0,0.0,10.0,0,99,0,99,0,0,>65%,Fond
58,TROT_MONTE,1000,11,12195,0.5633,75.08,4.4,1.05,11.38,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Sprint
59,TROT_MONTE,1600,10,15098,0.5633,84.99,2.9,7.55,10.57,15.0,0.0,10.0,0,4,1,2,4,1,>65%,Moyen
60,TROT_MONTE,1600,9,15098,0.5633,80.37,3.9,0.5,4.33,15.0,0.0,10.0,0,3,1,2,5,1,>65%,Moyen
61,TROT_MONTE,1000,11,12195,0.5633,74.51,4.2,2.23,22.22,15.0,0.0,10.0,0,99,0,99,2,0,>65%,Sprint
63,TROT_MONTE,1600,8,9291,0.5633,85.31,3.2,2.98,4.94,15.0,0.0,10.0,0,3,1,2,3,1,>65%,Moyen
66,TROT_MONTE,1600,7,17421,0.5633,88.95,3.7,0.53,11.08,15.0,0.0,10.0,0,5,1,2,3,1,>65%,Moyen
67,TROT_MONTE,1400,8,12775,0.5633,87.97,2.8,9.88,5.53,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Sprint
73,TROT_MONTE,1650,8,15000,0.3884,10.14,20.0,0.48,0.42,13.3,0.0,11.9,0,99,0,99,0,0,<30%,Moyen
74,TROT_MONTE,2900,7,13000,0.3884,11.44,20.0,0.39,0.91,13.3,0.0,11.9,0,99,0,99,0,0,<30%,Fond
75,TROT_MONTE,2200,8,15000,0.3884,14.29,20.0,2.63,1.84,13.3,0.0,11.9,0,99,0,99,0,0,<30%,Long
76,TROT_MONTE,1650,8,14000,0.3884,9.41,20.0,0.23,0.82,13.3,0.0,11.9,0,99,0,99,0,0,<30%,Moyen
79,TROT_MONTE,1650,14,14000,0.3884,12.11,20.0,0.2,0.28,13.3,0.0,11.9,0,99,0,99,0,0,<30%,Moyen
81,TROT_MONTE,1650,14,12000,0.3884,12.06,20.0,0.17,0.12,13.3,0.0,11.9,0,99,0,99,0,0,<30%,Moyen
86,TROT_MONTE,1200,7,9291,0.4934,93.0,1.9,3.75,11.73,15.0,0.0,10.0,0,4,1,2,4,1,>65%,Sprint
87,TROT_MONTE,2400,14,6968,0.4934,83.56,2.2,7.36,14.76,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
93,TROT_MONTE,2200,10,14000,0.3884,11.36,20.0,0.0,0.1,13.3,0.0,11.9,0,99,0,99,0,0,<30%,Long
94,TROT_MONTE,1600,12,8130,0.4934,80.73,3.3,0.48,24.97,15.0,0.0,10.0,0,5,1,2,3,1,>65%,Moyen
102,TROT_MONTE,1600,12,8130,0.4934,67.84,6.0,12.78,18.18,15.0,0.0,10.0,0,7,0,99,1,0,>65%,Moyen
104,TROT_ATTELE,2450,16,18500,0.3572,53.36,8.7,5.56,9.65,15.0,0.0,10.0,0,99,0,99,0,0,45-55%,Fond
106,TROT_ATTELE,2450,16,18500,0.3572,77.29,2.6,7.38,18.17,15.0,0.0,10.0,0,3,1,2,4,1,>65%,Fond
107,CROSS,2450,14,18500,0.3572,40.27,17.0,4.0,6.02,15.0,0.0,10.0,0,10,0,3,1,0,30-45%,Fond
112,CROSS,2600,11,4000,0.5244,84.54,1.7,5.05,14.59,15.0,0.0,10.0,0,99,0,99,2,0,>65%,Fond
113,CROSS,2100,10,4000,0.5244,81.6,2.5,4.65,10.41,15.0,0.0,10.0,0,4,1,2,3,1,>65%,Long
114,CROSS,2600,11,4000,0.5244,83.25,1.8,9.69,16.67,15.0,0.0,10.0,0,4,1,2,4,1,>65%,Fond
118,TROT_ATTELE,2450,13,27000,0.3572,63.93,4.7,10.7,11.4,15.0,0.0,10.0,0,99,0,99,3,0,55-65%,Fond
120,TROT_ATTELE,2450,13,27000,0.3572,79.63,2.1,17.78,19.39,15.0,0.0,10.0,0,2,1,2,2,1,>65%,Fond
125,TROT_ATTELE,2450,13,24000,0.3572,76.26,1.6,21.32,9.97,15.0,0.0,10.0,0,99,0,4,4,0,>65%,Fond
126,CROSS,2200,18,21000,0.3572,62.35,3.9,6.62,5.17,15.0,0.0,10.0,0,1,1,1,2,1,55-65%,Long
132,TROT_MONTE,1300,10,27000,0.3991,89.18,2.4,12.83,12.47,16.8,0.0,15.0,0,4,1,99,2,1,>65%,Sprint
135,TROT_MONTE,1900,6,35000,0.3991,94.62,2.9,0.65,2.77,16.8,0.0,15.0,0,2,1,2,4,1,>65%,Long
136,TROT_MONTE,1300,9,27000,0.3991,89.27,3.0,2.81,22.46,16.8,0.0,15.0,0,5,1,2,5,1,>65%,Sprint
142,TROT_MONTE,1900,16,53000,0.3991,69.84,4.0,19.14,15.03,16.8,0.0,15.0,0,6,0,3,1,0,>65%,Long
144,TROT_MONTE,1900,16,53000,0.3991,55.66,8.4,4.54,5.5,16.8,0.0,15.0,0,9,0,99,2,0,55-65%,Long
145,TROT_MONTE,1600,6,28000,0.3991,94.99,2.6,0.32,5.68,16.8,0.0,15.0,0,6,0,2,4,0,>65%,Moyen
148,TROT_MONTE,1900,15,27000,0.3991,66.57,5.2,5.07,5.49,16.8,0.0,15.0,0,1,1,1,2,1,>65%,Long
149,CROSS,2100,9,4000,0.5244,89.43,1.3,14.85,10.8,15.0,0.0,10.0,0,4,1,3,4,1,>65%,Long
150,TROT_MONTE,1900,15,22000,0.3991,78.79,3.7,5.6,5.2,16.8,0.0,15.0,0,3,1,7,4,1,>65%,Long
153,TROT_MONTE,1000,9,14692,0.5351,79.7,3.8,0.15,6.78,15.0,0.0,10.0,0,5,1,2,4,1,>65%,Sprint
156,TROT_MONTE,2000,7,11207,0.5351,83.07,6.1,0.08,15.8,15.0,0.0,10.0,0,3,1,99,3,1,>65%,Long
157,TROT_MONTE,1600,7,8885,0.5351,90.8,3.6,0.33,6.28,15.0,0.0,10.0,0,3,1,5,3,1,>65%,Moyen
161,TROT_MONTE,2000,9,20000,0.4592,91.62,2.2,14.26,15.07,15.0,0.0,10.0,0,3,1,6,2,1,>65%,Long
162,TROT_MONTE,1400,10,9348,0.5351,76.2,6.1,24.17,22.92,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Sprint
164,TROT_MONTE,1400,10,9348,0.5351,86.45,2.7,11.95,12.54,15.0,0.0,10.0,0,2,1,99,3,1,>65%,Sprint
165,TROT_MONTE,1200,6,11207,0.5351,94.79,2.2,1.86,3.51,15.0,0.0,10.0,0,4,1,2,5,1,>65%,Sprint
170,PLAT,4100,11,450764,0.417,79.59,2.6,7.58,14.37,15.0,0.0,10.0,0,2,1,99,3,1,>65%,Fond
174,PLAT,4800,13,377452,0.417,83.31,2.0,27.93,12.77,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
178,TROT_MONTE,2000,7,20000,0.7576,91.48,3.3,0.36,5.37,15.0,0.0,10.0,0,4,1,2,5,1,>65%,Long
181,TROT_MONTE,2600,7,21000,0.7576,93.98,1.6,7.21,9.32,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Fond
187,CROSS,2200,18,35000,0.3572,62.75,6.5,12.05,8.36,15.0,0.0,10.0,0,3,1,99,2,1,55-65%,Long
188,TROT_MONTE,2600,10,15000,0.4592,84.45,3.1,6.83,3.79,15.0,0.0,10.0,0,2,1,4,5,1,>65%,Fond
192,CROSS,2450,16,21000,0.3572,63.63,3.8,4.48,6.03,15.0,0.0,10.0,0,99,0,6,1,0,55-65%,Fond
194,CROSS,2450,16,21000,0.3572,68.49,3.3,10.97,11.56,15.0,0.0,10.0,0,2,1,99,3,1,>65%,Fond
200,TROT_MONTE,1500,12,20000,0.4592,73.56,4.8,3.59,11.37,15.0,0.0,10.0,0,2,1,2,3,1,>65%,Moyen
203,TROT_MONTE,1500,8,21000,0.4592,93.41,2.1,8.17,22.66,15.0,0.0,10.0,0,2,1,99,2,1,>65%,Moyen
204,TROT_MONTE,1500,9,20000,0.4592,82.56,4.1,3.56,14.85,15.0,0.0,10.0,0,4,1,99,2,1,>65%,Moyen
214,TROT_MONTE,1500,11,15000,0.4592,84.56,2.9,5.13,4.35,15.0,0.0,10.0,0,4,1,2,5,1,>65%,Moyen
216,CROSS,2300,16,27000,0.4445,74.92,3.1,32.29,16.88,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Fond
217,CROSS,3000,14,27000,0.4445,68.51,4.1,8.48,7.43,15.0,0.0,10.0,0,9,0,99,2,0,>65%,Fond
218,CROSS,2300,16,21000,0.4445,73.23,2.5,14.36,13.07,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Fond
220,CROSS,2300,16,27000,0.4445,71.23,2.8,1.32,8.14,15.0,0.0,10.0,0,99,0,99,1,0,>65%,Fond
224,TROT_MONTE,2200,10,14000,0.4352,58.79,10.0,8.79,13.83,13.8,0.0,20.7,0,8,0,99,1,0,55-65%,Long
228,TROT_MONTE,1600,7,18000,0.4352,91.34,2.6,0.26,13.43,13.8,0.0,20.7,0,1,1,1,3,1,>65%,Moyen
234,CROSS,3000,14,35000,0.4445,63.96,5.8,7.96,6.5,15.0,0.0,10.0,0,3,1,99,2,1,55-65%,Fond
237,TROT_MONTE,2200,8,15000,0.4352,90.88,1.7,6.88,24.17,13.8,0.0,20.7,0,1,1,1,4,1,>65%,Long
243,TROT_MONTE,1600,11,8000,0.5589,88.46,1.9,24.91,14.13,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Moyen
245,TROT_MONTE,1600,11,8000,0.5589,53.69,12.0,16.96,13.89,15.0,0.0,10.0,0,4,1,99,1,1,45-55%,Moyen
246,TROT_MONTE,2150,8,10000,0.5589,88.93,2.6,7.04,11.02,15.0,0.0,10.0,0,4,1,99,4,1,>65%,Long
251,CROSS,2150,13,46000,0.3915,68.37,6.8,6.65,8.35,15.9,0.1,20.8,0,5,1,8,2,1,>65%,Long
254,CROSS,2150,16,68000,0.3915,69.85,3.9,3.62,13.32,15.9,0.1,20.8,0,1,1,1,3,1,>65%,Long
258,TROT_ATTELE,2400,10,25000,0.4445,77.05,4.7,1.04,20.99,15.0,0.0,10.0,0,4,1,99,3,1,>65%,Fond
259,CROSS,2300,9,18000,0.4445,80.56,3.4,3.57,10.21,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
262,CROSS,3000,11,23000,0.4445,73.08,2.7,12.24,11.79,15.0,0.0,10.0,0,99,0,99,2,0,>65%,Fond
265,TROT_MONTE,2150,10,8000,0.5589,77.53,3.8,8.88,7.43,15.0,0.0,10.0,0,5,1,3,3,1,>65%,Long
266,CROSS,3000,11,6000,0.4445,87.62,1.4,14.73,12.49,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
272,TROT_MONTE,1800,11,15000,0.4208,82.61,3.3,15.6,11.14,15.8,1.0,7.7,0,2,1,5,4,1,>65%,Moyen
275,TROT_MONTE,1800,7,15000,0.4208,92.77,2.3,3.37,6.24,15.8,1.0,7.7,0,2,1,2,4,1,>65%,Moyen
280,TROT_MONTE,2400,13,15000,0.4208,71.06,5.0,5.63,3.15,15.8,1.0,7.7,0,7,0,99,1,0,>65%,Fond
283,TROT_MONTE,1800,12,17000,0.4208,78.93,3.4,1.49,14.54,15.8,1.0,7.7,0,3,1,99,2,1,>65%,Moyen
287,CROSS,2750,16,21000,0.4283,64.14,3.8,3.45,10.75,15.0,0.0,10.0,0,99,0,2,1,0,55-65%,Fond
289,CROSS,2750,16,21000,0.4283,63.26,6.0,3.23,14.79,15.0,0.0,10.0,0,99,0,99,3,0,55-65%,Fond
294,PLAT,3400,14,156788,0.417,65.73,4.7,11.27,14.18,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Fond
296,PLAT,3400,14,156788,0.417,67.57,4.4,2.81,11.3,15.0,0.0,10.0,0,5,1,99,2,1,>65%,Fond
297,PLAT,5300,12,725869,0.417,80.86,1.8,20.49,17.73,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
301,TROT_MONTE,1200,9,27000,0.4352,92.75,2.1,16.38,19.81,13.8,0.0,20.7,0,2,1,3,4,1,>65%,Sprint
304,TROT_MONTE,3000,9,27000,0.4352,76.83,3.9,0.21,17.29,13.8,0.0,20.7,0,8,0,3,3,0,>65%,Fond
305,TROT_MONTE,3000,11,20000,0.4352,80.39,3.7,22.91,16.22,13.8,0.0,20.7,0,3,1,4,3,1,>65%,Fond
311,TROT_MONTE,2200,7,19000,0.4352,91.32,2.2,5.28,4.15,13.8,0.0,20.7,0,6,0,3,4,0,>65%,Long
313,TROT_MONTE,1800,12,25000,0.4352,77.46,3.4,3.86,5.99,13.8,0.0,20.7,0,4,1,7,3,1,>65%,Moyen
316,TROT_MONTE,2150,12,16000,0.4208,80.94,3.0,18.5,10.25,15.8,1.0,7.7,0,3,1,99,2,1,>65%,Long
317,TROT_MONTE,2400,13,17000,0.4208,70.9,4.4,2.68,10.67,15.8,1.0,7.7,0,3,1,8,4,1,>65%,Fond
321,TROT_MONTE,3000,11,22000,0.4352,80.39,3.5,13.8,12.74,13.8,0.0,20.7,0,7,0,99,2,0,>65%,Fond
324,TROT_MONTE,2150,10,21000,0.4208,90.54,2.1,12.35,16.47,15.8,1.0,7.7,0,4,1,99,3,1,>65%,Long
328,TROT_ATTELE,2875,14,46000,0.3915,69.48,3.4,18.31,15.71,15.9,0.1,20.8,0,1,1,1,2,1,>65%,Fond
329,CROSS,2875,16,59000,0.3915,79.89,2.5,14.47,11.35,15.9,0.1,20.8,0,1,1,1,3,1,>65%,Fond
330,TROT_ATTELE,2875,14,46000,0.3915,64.86,4.5,22.33,16.48,15.9,0.1,20.8,0,3,1,99,2,1,55-65%,Fond
332,CROSS,2875,13,12000,0.3915,74.54,3.4,8.9,12.33,15.9,0.1,20.8,0,1,1,1,3,1,>65%,Fond
336,CROSS,2150,16,53000,0.3915,64.01,5.9,5.2,5.72,15.9,0.1,20.8,0,99,0,6,1,0,55-65%,Long
341,CROSS,2875,16,41000,0.3915,65.95,3.8,7.66,10.86,15.9,0.1,20.8,0,1,1,1,3,1,>65%,Fond
343,CROSS,2875,16,41000,0.3915,72.67,3.5,3.93,21.62,15.9,0.1,20.8,0,99,0,99,2,0,>65%,Fond
344,CROSS,2675,16,20000,0.3404,75.77,2.6,3.32,5.33,15.0,0.0,10.0,0,99,0,2,4,0,>65%,Fond
347,CROSS,2675,13,24000,0.3404,77.69,2.2,11.8,11.42,15.0,0.0,10.0,0,7,0,2,3,0,>65%,Fond
348,CROSS,2500,13,21000,0.4089,70.8,2.8,3.7,15.0,15.0,0.0,10.0,0,2,1,99,1,1,>65%,Fond
353,CROSS,2675,15,24000,0.3404,83.85,1.6,20.35,13.31,15.0,0.0,10.0,0,4,1,2,3,1,>65%,Fond
360,TROT_MONTE,1900,16,17000,0.4311,60.44,6.7,11.23,5.94,15.0,0.0,10.0,0,12,0,4,2,0,55-65%,Long
363,TROT_MONTE,1900,10,19000,0.4311,76.21,4.9,10.17,8.74,15.0,0.0,10.0,0,3,1,5,3,1,>65%,Long
364,TROT_MONTE,1400,16,20000,0.4311,77.83,3.6,10.48,16.1,15.0,0.0,10.0,0,2,1,2,3,1,>65%,Sprint
367,CROSS,2725,11,17500,0.3404,80.84,1.7,13.02,14.96,15.0,0.0,10.0,0,2,1,2,4,1,>65%,Fond
370,TROT_ATTELE,2725,9,20000,0.3404,84.25,2.6,4.83,10.69,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Fond
375,TROT_ATTELE,2725,15,17500,0.3404,50.47,12.0,5.76,10.41,15.0,0.0,10.0,0,4,1,99,1,1,45-55%,Fond
377,TROT_ATTELE,2725,15,17500,0.3404,76.43,2.1,16.39,15.81,15.0,0.0,10.0,0,99,0,6,1,0,>65%,Fond
383,TROT_MONTE,1300,9,2826,0.5479,85.53,3.5,5.17,23.07,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Sprint
385,TROT_MONTE,1300,9,2826,0.5479,91.7,2.1,14.17,29.54,15.0,0.0,10.0,0,2,1,99,2,1,>65%,Sprint
386,TROT_MONTE,2500,7,40620,0.5479,84.81,5.2,3.4,8.85,15.0,0.0,10.0,0,2,1,4,3,1,>65%,Fond
391,CROSS,2550,12,6000,0.4089,72.04,4.5,3.2,15.48,15.0,0.0,10.0,0,99,0,4,2,0,>65%,Fond
393,CROSS,2550,12,6000,0.4089,53.41,15.0,2.29,10.6,15.0,0.0,10.0,0,3,1,99,2,1,45-55%,Fond
399,CROSS,2650,13,21000,0.4427,53.07,13.0,11.47,10.23,15.0,0.0,10.0,0,99,0,99,0,0,45-55%,Fond
402,CROSS,2025,12,28000,0.3862,80.64,2.9,11.62,11.1,15.0,0.0,10.0,0,2,1,2,4,1,>65%,Long
405,TROT_MONTE,1000,12,2786,0.5479,82.53,2.7,24.18,17.72,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Sprint
408,CROSS,2650,13,21000,0.4427,78.88,2.4,21.4,13.6,15.0,0.0,10.0,0,3,1,99,2,1,>65%,Fond
411,CROSS,2500,13,21000,0.4089,80.61,2.3,14.95,11.07,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
416,CROSS,2550,14,27000,0.4089,75.68,2.9,11.85,6.01,15.0,0.0,10.0,0,9,0,99,2,0,>65%,Fond
418,CROSS,2550,13,18000,0.4089,64.87,7.4,3.33,5.22,15.0,0.0,10.0,0,3,1,7,1,1,55-65%,Fond
419,TROT_ATTELE,2550,9,25000,0.4089,61.52,17.0,18.66,10.04,15.0,0.0,10.0,0,1,1,1,3,1,55-65%,Fond
421,CROSS,2550,14,21000,0.4089,76.96,2.7,9.18,6.95,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
425,TROT_MONTE,2000,6,80000,0.4325,96.24,2.4,1.26,5.63,13.8,0.0,10.8,0,3,1,4,4,1,>65%,Long
426,TROT_MONTE,1400,12,19000,0.4325,72.56,5.6,1.19,5.33,13.8,0.0,10.8,0,2,1,4,4,1,>65%,Sprint
429,TROT_MONTE,2400,18,27000,0.4325,57.05,7.9,0.68,5.02,13.8,0.0,10.8,0,12,0,3,1,0,55-65%,Fond
432,TROT_MONTE,2100,6,55000,0.4325,95.59,2.8,0.29,13.54,13.8,0.0,10.8,0,2,1,99,4,1,>65%,Long
433,TROT_MONTE,1600,5,55000,0.4325,98.42,1.3,0.7,12.67,13.8,0.0,10.8,0,1,1,1,3,1,>65%,Moyen
437,TROT_MONTE,2400,16,53000,0.4325,66.58,4.4,4.08,8.76,13.8,0.0,10.8,0,7,0,7,1,0,>65%,Fond
443,TROT_MONTE,1900,5,22000,0.4311,98.32,2.1,0.54,1.57,15.0,0.0,10.0,0,1,1,1,5,1,>65%,Long
444,TROT_MONTE,1600,15,12000,0.4311,71.64,4.7,10.6,20.34,15.0,0.0,10.0,0,2,1,99,2,1,>65%,Moyen
446,TROT_MONTE,1600,15,12000,0.4311,46.7,15.0,2.84,13.55,15.0,0.0,10.0,0,6,0,99,1,0,45-55%,Moyen
447,TROT_MONTE,1900,12,20000,0.4311,78.86,3.8,18.84,12.23,15.0,0.0,10.0,0,6,0,99,2,0,>65%,Long
456,TROT_MONTE,1600,7,15000,0.4325,81.59,7.6,2.49,18.44,13.8,0.0,10.8,0,4,1,99,3,1,>65%,Moyen
457,TROT_MONTE,2000,14,22000,0.4325,55.12,9.2,0.24,4.7,13.8,0.0,10.8,0,4,1,2,2,1,55-65%,Long
462,TROT_MONTE,2000,13,20000,0.4325,70.0,5.8,12.18,12.51,13.8,0.0,10.8,0,2,1,99,1,1,>65%,Long
473,CROSS,2725,14,26000,0.3843,61.32,6.8,5.95,9.09,15.0,0.0,10.0,0,2,1,5,3,1,55-65%,Fond
474,CROSS,2725,11,23000,0.3843,78.67,2.9,7.32,10.17,15.0,0.0,10.0,0,8,0,2,2,0,>65%,Fond
475,TROT_MONTE,2000,11,20000,0.4345,73.23,5.2,1.58,13.45,15.6,0.0,6.2,0,2,1,99,2,1,>65%,Long
482,CROSS,2700,14,17500,0.3843,82.52,1.8,29.85,14.89,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
484,CROSS,2725,13,23000,0.3843,71.39,3.4,4.99,6.37,15.0,0.0,10.0,0,6,0,2,2,0,>65%,Fond
490,PLAT,3800,12,26000,0.4345,81.68,2.1,12.28,9.56,15.6,0.0,6.2,0,6,0,3,3,0,>65%,Fond
491,PLAT,3400,9,26000,0.4345,89.65,2.1,11.11,9.32,15.6,0.0,6.2,0,5,1,3,5,1,>65%,Fond
492,PLAT,4100,9,29000,0.4345,81.93,4.1,14.58,11.81,15.6,0.0,6.2,0,3,1,99,3,1,>65%,Fond
496,TROT_MONTE,2200,8,20000,0.4345,84.54,3.2,0.45,6.53,15.6,0.0,6.2,0,3,1,3,4,1,>65%,Long
497,TROT_MONTE,2400,6,22000,0.4345,94.43,3.2,0.07,2.71,15.6,0.0,6.2,0,3,1,3,4,1,>65%,Fond
499,TROT_MONTE,1600,10,21000,0.4345,81.79,3.7,2.86,4.78,15.6,0.0,6.2,0,1,1,1,4,1,>65%,Moyen
500,TROT_MONTE,900,9,23000,0.4345,89.56,2.6,6.43,21.74,15.6,0.0,6.2,0,7,0,99,3,0,>65%,Sprint
504,TROT_MONTE,1100,11,2079,0.4412,82.53,2.8,5.67,13.28,15.0,0.0,10.0,0,10,0,5,4,0,>65%,Sprint
505,TROT_MONTE,1600,11,9356,0.4412,81.72,2.8,7.57,11.15,15.0,0.0,10.0,0,6,0,10,2,0,>65%,Moyen
506,TROT_MONTE,1000,13,2079,0.4412,81.64,2.7,22.1,16.36,15.0,0.0,10.0,0,10,0,99,1,0,>65%,Sprint
511,CROSS,2675,14,26000,0.3401,62.6,6.7,0.7,3.67,15.0,0.0,10.0,0,2,1,6,1,1,55-65%,Fond
512,CROSS,2575,16,19500,0.3777,81.58,1.7,28.54,12.67,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Fond
515,TROT_ATTELE,2700,13,20000,0.3843,75.16,3.2,11.1,7.93,15.0,0.0,10.0,0,5,1,7,4,1,>65%,Fond
516,CROSS,2700,14,17500,0.3843,70.8,2.8,5.15,6.18,15.0,0.0,10.0,0,3,1,2,3,1,>65%,Fond
517,CROSS,2725,10,17500,0.3843,87.82,1.5,31.74,15.54,15.0,0.0,10.0,0,2,1,99,2,1,>65%,Fond
519,TROT_MONTE,1000,10,2673,0.4412,78.1,4.7,1.5,6.42,15.0,0.0,10.0,0,4,1,3,3,1,>65%,Sprint
522,TROT_ATTELE,2700,13,17500,0.3843,55.09,10.0,4.14,6.62,15.0,0.0,10.0,0,5,1,99,1,1,55-65%,Fond
528,PLAT,4400,8,155000,0.4472,76.09,6.4,6.61,12.47,13.0,0.0,16.0,0,2,1,99,2,1,>65%,Fond
531,PLAT,3900,16,110000,0.4472,52.02,7.4,6.35,16.15,13.0,0.0,16.0,0,10,0,99,2,0,45-55%,Fond
534,PLAT,3600,11,135000,0.4472,71.3,4.0,7.19,9.99,13.0,0.0,16.0,0,6,0,99,1,0,>65%,Fond
535,PLAT,3900,14,42000,0.4472,63.22,5.8,8.74,13.84,13.0,0.0,16.0,0,1,1,1,2,1,55-65%,Fond
536,PLAT,3900,16,110000,0.4472,47.74,11.0,13.62,9.53,13.0,0.0,16.0,0,99,0,99,0,0,45-55%,Fond
537,PLAT,3000,13,62000,0.4472,69.77,4.2,2.08,4.97,13.0,0.0,16.0,0,2,1,2,4,1,>65%,Fond
538,PLAT,3000,7,62000,0.4472,88.62,2.5,0.63,6.61,13.0,0.0,16.0,0,3,1,2,4,1,>65%,Fond
542,PLAT,3900,16,110000,0.4472,60.79,7.6,10.67,6.61,13.0,0.0,16.0,0,2,1,6,2,1,55-65%,Fond
543,PLAT,3500,8,53000,0.4472,91.57,1.6,15.42,8.69,13.0,0.0,16.0,0,5,1,2,3,1,>65%,Fond
548,TROT_MONTE,1400,8,13000,0.5524,79.12,4.5,0.4,3.25,15.0,0.0,10.0,0,3,1,6,2,1,>65%,Sprint
549,TROT_MONTE,2000,8,7000,0.5524,79.43,4.4,0.1,3.84,15.0,0.0,10.0,0,2,1,4,3,1,>65%,Long
553,OBSTACLE,4500,7,26000,0.4345,86.13,3.7,1.07,5.56,15.6,0.0,6.2,0,4,1,4,4,1,>65%,Fond
554,TROT_MONTE,1500,10,6150,0.5524,78.11,4.2,3.91,8.6,15.0,0.0,10.0,0,9,0,2,4,0,>65%,Moyen
