course_id,discipline,distance,nb_partants,allocation,taux_hippo,confiance_top1,cote_top1,ecart_top2,std_probas,temperature,precipitation,vent_kmh,terrain_lourd,erreur_top1,top1_dans_top5,gagnant_rang_chez_victor,precision_quinte,victor_correct,tranche_conf,tranche_dist
35472,CROSS,1609,9,4270,0.4776,69.1,10.0,8.6,9.16,15.0,0.0,10.0,0,9,0,99,2,0,>65%,Moyen
35473,CROSS,1609,12,4270,0.4776,72.63,3.2,2.15,7.26,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Moyen
35474,CROSS,2100,10,4270,0.4776,74.72,6.5,27.88,14.78,15.0,0.0,10.0,0,3,1,99,2,1,>65%,Long
35477,TROT_MONTE,1950,11,16000,0.3989,84.65,2.6,6.82,15.84,15.0,0.0,10.0,0,3,1,2,4,1,>65%,Long
35478,TROT_MONTE,1950,13,21000,0.3989,79.34,3.9,2.32,12.99,15.0,0.0,10.0,0,4,1,3,3,1,>65%,Long
35485,TROT_MONTE,1400,9,16000,0.3989,92.49,2.1,9.23,11.77,15.0,0.0,10.0,0,3,1,4,4,1,>65%,Sprint
35486,TROT_MONTE,1600,11,22000,0.3989,87.15,2.6,9.71,11.95,15.0,0.0,10.0,0,3,1,3,4,1,>65%,Moyen
35492,CROSS,2450,8,21000,0.3572,78.49,4.9,2.0,3.96,15.0,0.0,10.0,0,2,1,3,3,1,>65%,Fond
35494,CROSS,2450,15,21000,0.3572,61.26,6.9,1.17,7.07,15.0,0.0,10.0,0,6,0,99,3,0,55-65%,Fond
35496,CROSS,2450,16,35000,0.3572,76.71,2.1,18.82,9.59,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
35499,CROSS,2200,13,24000,0.3572,72.82,3.9,0.0,7.2,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Long
35500,CROSS,2450,12,35000,0.3572,76.23,3.0,6.31,4.17,15.0,0.0,10.0,0,2,1,5,3,1,>65%,Fond
35505,CROSS,2450,15,24000,0.3572,81.77,3.1,11.38,9.21,15.0,0.0,10.0,0,2,1,4,3,1,>65%,Fond
35506,CROSS,2200,9,33000,0.3572,83.55,3.4,0.3,11.02,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Long
35508,CROSS,2050,12,20000,0.4208,72.65,2.9,1.34,6.04,13.9,0.0,18.1,0,99,0,2,3,0,>65%,Long
35509,CROSS,2050,10,12000,0.4208,76.98,2.8,6.17,6.63,13.9,0.0,18.1,0,2,1,8,2,1,>65%,Long
35514,CROSS,2050,14,28000,0.4208,76.92,3.6,0.52,11.67,13.9,0.0,18.1,0,1,1,1,3,1,>65%,Long
35515,TROT_ATTELE,2700,9,18500,0.4208,74.51,6.3,9.24,15.38,13.9,0.0,18.1,0,99,0,99,1,0,>65%,Fond
35517,TROT_MONTE,1400,10,10843,0.5633,74.81,5.2,5.5,17.72,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Sprint
35518,TROT_MONTE,1600,5,12650,0.5633,98.33,2.0,1.24,1.99,15.0,0.0,10.0,0,4,1,3,5,1,>65%,Moyen
35519,TROT_MONTE,1600,9,7229,0.5633,79.74,5.3,0.98,7.32,15.0,0.0,10.0,0,2,1,4,4,1,>65%,Moyen
35522,TROT_MONTE,1400,10,10843,0.5633,82.5,3.5,1.73,13.98,15.0,0.0,10.0,0,3,1,99,2,1,>65%,Sprint
35523,CROSS,2050,12,17500,0.4208,62.24,7.4,5.01,8.0,13.9,0.0,18.1,0,8,0,99,2,0,55-65%,Long
35527,TROT_MONTE,1600,9,10843,0.5633,92.06,1.8,4.06,6.73,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Moyen
35532,TROT_MONTE,1600,14,15000,0.3989,84.15,3.3,7.46,6.67,15.0,0.0,10.0,0,4,1,3,5,1,>65%,Moyen
35536,TROT_MONTE,1950,15,21000,0.3989,68.56,6.2,1.65,12.69,15.0,0.0,10.0,0,2,1,99,2,1,>65%,Long
35537,TROT_MONTE,1600,13,13000,0.3989,73.81,4.7,1.9,6.51,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Moyen
35539,CROSS,2050,14,38000,0.4208,85.13,2.0,12.17,14.9,13.9,0.0,18.1,0,1,1,1,5,1,>65%,Long
35540,CROSS,2700,14,26000,0.4208,64.53,8.4,33.23,15.61,13.9,0.0,18.1,0,7,0,99,0,0,55-65%,Fond
35547,TROT_MONTE,3200,15,13000,0.3989,75.77,4.6,11.97,19.4,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Fond
35549,TROT_MONTE,3200,15,13000,0.3989,57.63,7.9,6.48,15.47,15.0,0.0,10.0,0,4,1,99,2,1,55-65%,Fond
35550,CROSS,2700,8,26000,0.4208,89.56,2.2,20.58,19.53,13.9,0.0,18.1,0,1,1,1,3,1,>65%,Fond
35553,CROSS,2650,9,5000,0.4444,93.56,1.2,26.86,18.26,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Fond
35557,CROSS,2150,11,5000,0.4444,88.42,1.6,27.19,15.5,15.0,0.0,10.0,0,3,1,7,3,1,>65%,Long
35563,CROSS,2650,11,4000,0.4444,87.29,2.5,4.28,11.57,15.0,0.0,10.0,0,2,1,2,3,1,>65%,Fond
35564,CROSS,2150,16,4000,0.4444,82.21,1.4,31.08,17.97,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Long
35567,PLAT,3000,12,26000,0.4352,67.96,5.0,4.62,14.05,12.7,0.0,1.2,0,1,1,1,4,1,>65%,Fond
35570,PLAT,3600,11,23000,0.4352,86.47,1.9,1.93,19.23,12.7,0.0,1.2,0,2,1,2,4,1,>65%,Fond
35575,CROSS,2650,15,5000,0.4444,84.9,1.6,31.41,15.14,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
35578,OBSTACLE,4600,8,26000,0.4352,87.13,2.5,3.69,6.38,12.7,0.0,1.2,0,1,1,1,3,1,>65%,Fond
35582,TROT_MONTE,1600,11,19000,0.4325,72.84,5.1,3.71,11.8,8.6,0.0,12.4,0,2,1,99,2,1,>65%,Moyen
35583,TROT_MONTE,2100,11,16000,0.4325,81.42,3.7,5.25,8.57,8.6,0.0,12.4,0,4,1,8,3,1,>65%,Long
35588,TROT_MONTE,1400,16,53000,0.4325,59.34,5.9,0.95,7.75,8.6,0.0,12.4,0,1,1,1,4,1,55-65%,Sprint
35590,TROT_MONTE,1400,16,53000,0.4325,46.82,10.0,0.27,11.75,8.6,0.0,12.4,0,2,1,99,1,1,45-55%,Sprint
35591,TROT_MONTE,2000,7,28000,0.4325,93.73,1.8,3.34,7.2,8.6,0.0,12.4,0,6,0,5,4,0,>65%,Long
35595,TROT_MONTE,2800,11,19000,0.4325,75.66,4.8,2.36,4.33,8.6,0.0,12.4,0,9,0,2,4,0,>65%,Fond
35598,TROT_MONTE,1400,16,27000,0.4325,58.35,5.2,2.72,7.97,8.6,0.0,12.4,0,7,0,4,2,0,55-65%,Sprint
35601,TROT_MONTE,2100,17,16000,0.4325,77.61,3.8,28.43,15.43,8.6,0.0,12.4,0,8,0,99,3,0,>65%,Long
35602,TROT_MONTE,1400,16,22000,0.4325,76.04,3.8,16.49,11.6,8.6,0.0,12.4,0,5,1,99,2,1,>65%,Sprint
35606,CROSS,2900,13,18000,0.3915,77.79,2.4,14.56,11.23,9.0,0.1,11.3,0,3,1,6,3,1,>65%,Fond
35609,CROSS,2150,10,40000,0.3915,88.08,1.6,18.7,9.92,9.0,0.1,11.3,0,99,0,2,4,0,>65%,Long
35613,CROSS,2875,11,40000,0.3915,77.01,2.4,8.11,6.65,9.0,0.1,11.3,0,99,0,4,3,0,>65%,Fond
35614,CROSS,2875,16,37000,0.3915,72.98,3.2,8.05,13.01,9.0,0.1,11.3,0,1,1,1,4,1,>65%,Fond
35617,CROSS,1750,8,3000,0.4316,86.6,1.3,13.97,17.87,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Moyen
35618,CROSS,2300,7,5000,0.4316,89.26,2.9,1.43,5.32,15.0,0.0,10.0,0,2,1,2,2,1,>65%,Fond
35621,PLAT,3200,5,240956,0.417,96.03,14.0,0.55,0.66,15.0,0.0,10.0,0,2,1,99,4,1,>65%,Fond
35624,PLAT,3300,7,542151,0.417,87.87,3.5,9.88,11.46,15.0,0.0,10.0,0,4,1,3,3,1,>65%,Fond
35628,CROSS,2300,9,4000,0.4316,83.97,2.6,7.41,17.95,15.0,0.0,10.0,0,2,1,99,3,1,>65%,Fond
35629,CROSS,2300,8,3000,0.4316,85.09,3.0,2.56,5.04,15.0,0.0,10.0,0,3,1,4,3,1,>65%,Fond
35631,CROSS,2300,8,5000,0.4316,86.17,1.8,3.38,3.44,15.0,0.0,10.0,0,2,1,6,4,1,>65%,Fond
35636,PLAT,3800,13,23000,0.4352,84.08,2.3,14.79,16.04,12.7,0.0,1.2,0,4,1,2,4,1,>65%,Fond
35638,PLAT,3800,13,23000,0.4352,61.11,9.2,10.11,16.19,12.7,0.0,1.2,0,99,0,99,1,0,55-65%,Fond
35639,PLAT,4400,14,27000,0.4352,65.81,4.8,15.2,11.74,12.7,0.0,1.2,0,3,1,99,2,1,>65%,Fond
35644,PLAT,3000,14,26000,0.4352,71.34,3.8,14.62,18.24,12.7,0.0,1.2,0,7,0,4,1,0,>65%,Fond
35645,PLAT,3600,11,23000,0.4352,88.66,2.6,11.9,13.15,12.7,0.0,1.2,0,1,1,1,3,1,>65%,Fond
35646,PLAT,3550,13,23000,0.4352,69.46,3.4,9.33,17.56,12.7,0.0,1.2,0,2,1,99,1,1,>65%,Fond
35652,CROSS,2875,10,46000,0.3915,87.01,1.7,14.95,8.85,9.0,0.1,11.3,0,1,1,1,3,1,>65%,Fond
35653,TROT_ATTELE,2875,11,36000,0.3915,71.53,5.6,3.48,16.97,9.0,0.1,11.3,0,99,0,99,3,0,>65%,Fond
35661,CROSS,2150,16,46000,0.3915,71.78,3.8,37.81,16.68,9.0,0.1,11.3,0,1,1,1,3,1,>65%,Long
35663,CROSS,2150,16,46000,0.3915,64.6,5.9,9.58,16.91,9.0,0.1,11.3,0,3,1,99,1,1,55-65%,Long
35666,TROT_MONTE,1000,12,108238,0.4254,79.2,3.8,11.32,21.04,15.0,0.0,10.0,0,6,0,99,2,0,>65%,Sprint
35667,TROT_MONTE,1650,12,144729,0.4254,71.77,5.7,10.78,12.51,15.0,0.0,10.0,0,3,1,99,3,1,>65%,Moyen
35670,TROT_MONTE,1200,12,144729,0.4254,84.94,2.5,26.68,16.74,15.0,0.0,10.0,0,8,0,99,3,0,>65%,Sprint
35676,CROSS,2850,16,30000,0.3627,76.97,3.3,10.42,5.34,7.8,0.0,9.7,0,2,1,3,4,1,>65%,Fond
35677,TROT_MONTE,1000,12,108238,0.4254,54.33,9.1,4.72,12.42,15.0,0.0,10.0,0,1,1,1,2,1,45-55%,Sprint
35680,PLAT,3850,6,57000,0.4344,96.23,1.7,0.32,7.07,6.8,0.1,9.0,0,1,1,1,4,1,>65%,Fond
35683,PLAT,3800,10,26000,0.4344,89.25,2.0,25.15,15.67,6.8,0.1,9.0,0,2,1,3,3,1,>65%,Fond
35688,TROT_MONTE,1200,12,144729,0.4254,73.3,4.7,0.56,4.66,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Sprint
35689,PLAT,3600,9,26000,0.4344,86.33,2.6,3.23,11.91,6.8,0.1,9.0,0,1,1,1,2,1,>65%,Fond
35690,CROSS,2850,14,18000,0.3627,76.09,2.9,7.1,10.19,7.8,0.0,9.7,0,2,1,99,3,1,>65%,Fond
35693,CROSS,2850,16,6000,0.3627,71.12,3.7,1.15,18.99,7.8,0.0,9.7,0,5,1,99,2,1,>65%,Fond
35696,CROSS,2850,16,53000,0.3627,77.62,4.0,1.51,9.96,7.8,0.0,9.7,0,1,1,1,3,1,>65%,Fond
35700,TROT_ATTELE,2850,10,23000,0.3627,87.14,2.1,12.94,9.96,7.8,0.0,9.7,0,1,1,1,2,1,>65%,Fond
35701,CROSS,2850,14,24000,0.3627,67.5,5.1,8.82,16.68,7.8,0.0,9.7,0,1,1,1,2,1,>65%,Fond
35705,CROSS,2850,16,21000,0.3627,79.17,1.9,24.4,12.21,7.8,0.0,9.7,0,99,0,4,2,0,>65%,Fond
35706,TROT_ATTELE,2850,15,30000,0.3627,77.46,2.6,18.02,15.85,7.8,0.0,9.7,0,2,1,4,3,1,>65%,Fond
35711,TROT_MONTE,1800,8,15000,0.4208,90.39,2.5,2.7,9.68,11.2,0.1,8.3,0,2,1,5,4,1,>65%,Moyen
35714,TROT_MONTE,1900,9,8795,0.5349,91.33,1.2,20.25,18.79,15.0,0.0,10.0,0,1,1,1,5,1,>65%,Long
35718,TROT_MONTE,2150,10,21000,0.4208,77.4,4.5,27.65,22.07,11.2,0.1,8.3,0,1,1,1,3,1,>65%,Long
35719,TROT_MONTE,2150,11,16000,0.4208,88.75,2.5,5.76,14.47,11.2,0.1,8.3,0,1,1,1,2,1,>65%,Long
35720,TROT_MONTE,1800,10,12000,0.4208,84.77,4.1,15.29,23.24,11.2,0.1,8.3,0,1,1,1,2,1,>65%,Moyen
35721,TROT_MONTE,1900,8,12048,0.5349,78.85,6.0,2.67,21.35,15.0,0.0,10.0,0,4,1,99,2,1,>65%,Long
35722,TROT_MONTE,1400,10,7229,0.5349,84.46,3.2,11.59,16.87,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Sprint
35723,PLAT,4900,7,240956,0.417,80.92,1.5,9.19,5.0,15.0,0.0,10.0,0,5,1,7,3,1,>65%,Fond
35724,PLAT,3200,8,481912,0.417,88.34,1.8,12.86,11.05,15.0,0.0,10.0,0,2,1,2,3,1,>65%,Fond
35730,TROT_MONTE,1900,8,12048,0.5349,91.58,1.5,4.08,4.63,15.0,0.0,10.0,0,99,0,8,2,0,>65%,Long
35731,TROT_MONTE,1750,12,10843,0.5349,84.44,2.3,18.78,11.1,15.0,0.0,10.0,0,7,0,12,2,0,>65%,Moyen
35736,PLAT,3600,17,110000,0.4344,84.54,2.8,31.71,18.01,6.8,0.1,9.0,0,4,1,99,1,1,>65%,Fond
35738,PLAT,3600,17,110000,0.4344,55.52,7.1,2.7,11.35,6.8,0.1,9.0,0,3,1,7,2,1,55-65%,Fond
35742,PLAT,3600,17,62000,0.4344,71.95,4.0,9.76,9.63,6.8,0.1,9.0,0,1,1,1,4,1,>65%,Fond
35748,TROT_MONTE,1800,10,17000,0.4208,77.77,5.6,1.84,4.51,11.2,0.1,8.3,0,3,1,99,2,1,>65%,Moyen
35750,TROT_MONTE,1800,10,15000,0.4208,86.96,3.1,15.12,9.9,11.2,0.1,8.3,0,6,0,2,3,0,>65%,Moyen
35756,TROT_MONTE,2400,15,17000,0.4208,63.43,5.0,0.59,6.05,11.2,0.1,8.3,0,8,0,5,1,0,55-65%,Fond
35757,TROT_MONTE,2400,14,15000,0.4208,72.1,4.1,6.77,8.89,11.2,0.1,8.3,0,6,0,99,1,0,>65%,Fond
35758,CROSS,2100,10,4000,0.5244,88.3,2.0,3.25,3.92,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Long
35762,TROT_MONTE,1400,16,18000,0.3991,41.52,12.0,1.04,1.89,6.8,0.0,9.0,0,13,0,99,1,0,30-45%,Sprint
35764,TROT_MONTE,1400,16,18000,0.3991,61.95,5.6,1.44,7.44,6.8,0.0,9.0,0,9,0,3,2,0,55-65%,Sprint
35765,CROSS,2100,8,4000,0.5244,88.95,2.9,9.28,20.19,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Long
35770,CROSS,2450,12,18500,0.3572,73.09,3.6,8.75,9.3,15.0,0.0,10.0,0,4,1,99,4,1,>65%,Fond
35771,CROSS,2450,16,19000,0.3572,81.35,2.6,22.79,16.77,15.0,0.0,10.0,0,7,0,99,2,0,>65%,Fond
35774,CROSS,2100,10,4000,0.5244,90.3,1.7,6.52,6.7,15.0,0.0,10.0,0,2,1,2,5,1,>65%,Long
35775,TROT_ATTELE,2450,12,21000,0.3572,76.93,2.4,20.72,12.6,15.0,0.0,10.0,0,99,0,99,2,0,>65%,Fond
35778,TROT_MONTE,1900,8,23000,0.3991,94.58,2.1,17.06,15.86,6.8,0.0,9.0,0,1,1,1,3,1,>65%,Long
35779,TROT_MONTE,1600,10,27000,0.3991,80.59,4.0,3.99,18.58,6.8,0.0,9.0,0,2,1,3,4,1,>65%,Moyen
35781,TROT_MONTE,1600,10,27000,0.3991,77.56,4.9,25.86,20.12,6.8,0.0,9.0,0,7,0,99,1,0,>65%,Moyen
35782,TROT_MONTE,1700,15,18000,0.3991,76.06,3.2,18.76,19.1,6.8,0.0,9.0,0,2,1,2,2,1,>65%,Moyen
35786,TROT_MONTE,1400,16,53000,0.3991,83.1,2.8,24.41,14.75,6.8,0.0,9.0,0,1,1,1,4,1,>65%,Sprint
35787,TROT_MONTE,1600,9,27000,0.3991,93.35,1.9,10.5,19.05,6.8,0.0,9.0,0,6,0,3,2,0,>65%,Moyen
35791,TROT_MONTE,1800,17,16000,0.3991,55.09,10.0,0.08,6.8,6.8,0.0,9.0,0,16,0,99,1,0,55-65%,Moyen
35792,TROT_MONTE,1400,16,22000,0.3991,62.77,6.4,3.65,2.87,6.8,0.0,9.0,0,1,1,1,2,1,55-65%,Sprint
35795,TROT_MONTE,1400,16,27000,0.3991,60.49,5.5,3.15,5.17,6.8,0.0,9.0,0,1,1,1,2,1,55-65%,Sprint
35800,TROT_MONTE,2000,6,20000,0.4592,95.17,3.5,5.64,13.21,15.0,0.0,10.0,0,5,1,99,3,1,>65%,Long
35801,TROT_MONTE,1000,9,10843,0.5633,91.31,2.3,14.89,11.82,15.0,0.0,10.0,0,2,1,99,3,1,>65%,Sprint
35804,TROT_MONTE,1400,7,8795,0.5633,91.75,3.3,0.55,10.78,15.0,0.0,10.0,0,2,1,4,4,1,>65%,Sprint
35809,TROT_MONTE,1500,10,17000,0.4592,74.1,5.8,4.11,8.84,15.0,0.0,10.0,0,3,1,99,2,1,>65%,Moyen
35810,TROT_MONTE,1500,9,21000,0.4592,91.77,2.5,3.36,3.23,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Moyen
35811,TROT_MONTE,1400,10,11445,0.5633,77.05,4.3,0.34,14.72,15.0,0.0,10.0,0,4,1,99,2,1,>65%,Sprint
35812,PLAT,4150,9,451793,0.417,91.05,2.4,10.76,16.47,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
35813,PLAT,4800,15,391554,0.417,86.73,2.2,34.09,14.36,15.0,0.0,10.0,0,2,1,3,3,1,>65%,Fond
35820,TROT_MONTE,1000,8,11445,0.5633,88.37,2.8,5.61,6.42,15.0,0.0,10.0,0,8,0,2,3,0,>65%,Sprint
35821,TROT_MONTE,1200,5,11445,0.5633,98.36,2.1,0.82,0.74,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Sprint
35822,TROT_MONTE,1600,9,10843,0.5633,87.51,2.9,5.24,9.37,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Moyen
35826,TROT_ATTELE,2450,13,27000,0.3572,74.46,4.6,0.66,1.82,15.0,0.0,10.0,0,3,1,7,2,1,>65%,Fond
35829,CROSS,2200,12,21000,0.3572,77.58,3.9,5.7,11.29,15.0,0.0,10.0,0,2,1,2,4,1,>65%,Long
35830,TROT_ATTELE,2450,13,24000,0.3572,73.04,5.0,11.95,10.33,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
35834,TROT_MONTE,2000,9,13000,0.4592,79.88,4.1,8.5,12.91,15.0,0.0,10.0,0,4,1,2,3,1,>65%,Long
35835,TROT_MONTE,2600,9,21000,0.4592,93.81,2.1,2.37,8.25,15.0,0.0,10.0,0,3,1,2,4,1,>65%,Fond
35839,CROSS,2200,14,35000,0.3572,83.45,2.6,16.66,11.78,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Long
35840,TROT_MONTE,2000,12,20000,0.4592,80.81,3.5,4.62,10.27,15.0,0.0,10.0,0,7,0,2,3,0,>65%,Long
35841,CROSS,3025,11,18000,0.4445,74.36,3.3,1.03,10.29,15.0,0.0,10.0,0,2,1,3,3,1,>65%,Fond
35844,CROSS,2300,10,6000,0.4445,84.04,2.5,15.59,9.68,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
35849,CROSS,2300,10,3000,0.4316,71.86,10.0,9.92,14.99,15.0,0.0,10.0,0,3,1,99,2,1,>65%,Fond
35850,CROSS,2840,10,3000,0.4316,88.57,2.2,9.18,14.58,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Fond
35853,CROSS,2300,10,5000,0.4316,90.2,2.2,8.35,12.08,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Fond
35859,CROSS,2300,16,27000,0.4445,71.5,4.1,1.52,6.82,15.0,0.0,10.0,0,11,0,8,2,0,>65%,Fond
35862,TROT_ATTELE,2400,9,25000,0.4445,81.78,3.6,6.13,7.42,15.0,0.0,10.0,0,99,0,99,1,0,>65%,Fond
35863,CROSS,2300,16,21000,0.4445,39.95,17.0,0.25,5.91,15.0,0.0,10.0,0,4,1,99,2,1,30-45%,Fond
35866,CROSS,3000,13,23000,0.4445,70.94,4.6,3.15,10.58,15.0,0.0,10.0,0,9,0,7,3,0,>65%,Fond
35871,CROSS,2150,10,46000,0.3915,80.12,2.8,7.75,6.82,6.9,0.0,12.8,0,3,1,2,4,1,>65%,Long
35872,CROSS,2875,16,41000,0.3915,73.51,3.2,2.13,9.17,6.9,0.0,12.8,0,1,1,1,3,1,>65%,Fond
35874,TROT_ATTELE,2875,10,46000,0.3915,81.84,2.8,6.93,7.96,6.9,0.0,12.8,0,99,0,8,2,0,>65%,Fond
35875,CROSS,2150,15,53000,0.3915,65.53,4.2,1.78,5.79,6.9,0.0,12.8,0,1,1,1,2,1,>65%,Long
35877,CROSS,2150,16,68000,0.3915,68.75,2.2,3.14,12.07,6.9,0.0,12.8,0,1,1,1,4,1,>65%,Long
35878,CROSS,2300,11,3000,0.4316,86.3,1.4,15.84,10.1,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
35883,CROSS,2875,11,59000,0.3915,85.14,1.9,16.52,9.51,6.9,0.0,12.8,0,4,1,99,1,1,>65%,Fond
35885,CROSS,2875,11,12000,0.3915,81.55,3.5,3.21,14.91,6.9,0.0,12.8,0,2,1,2,4,1,>65%,Fond
35886,TROT_ATTELE,2875,8,46000,0.3915,86.71,2.1,11.92,9.91,6.9,0.0,12.8,0,6,0,99,3,0,>65%,Fond
35892,CROSS,2100,12,3300,0.5231,74.35,5.4,0.54,4.93,15.0,0.0,10.0,0,5,1,4,3,1,>65%,Long
35893,CROSS,2100,8,4400,0.5231,89.92,2.1,2.83,3.62,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Long
35894,CROSS,2100,10,5000,0.5231,72.37,3.9,19.01,11.6,15.0,0.0,10.0,0,99,0,99,1,0,>65%,Long
35895,TROT_MONTE,2000,16,22000,0.4352,60.34,6.3,0.26,8.1,6.8,0.3,10.1,0,14,0,8,2,0,55-65%,Long
35897,TROT_MONTE,2000,16,22000,0.4352,68.53,4.5,24.44,13.61,6.8,0.3,10.1,0,5,1,99,2,1,>65%,Long
35898,CROSS,2100,10,5000,0.5231,70.36,6.6,2.48,21.03,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Long
35901,PLAT,5300,9,779348,0.417,90.31,1.5,18.63,9.81,15.0,0.0,10.0,0,2,1,2,4,1,>65%,Fond
35902,CROSS,2750,16,22000,0.4283,79.42,2.3,42.91,22.24,15.0,0.0,10.0,0,99,0,99,0,0,>65%,Fond
35904,CROSS,2750,16,22000,0.4283,58.14,5.2,2.4,5.96,15.0,0.0,10.0,0,1,1,1,4,1,55-65%,Fond
35910,CROSS,2100,8,3300,0.5231,84.92,1.8,5.99,5.27,15.0,0.0,10.0,0,2,1,4,3,1,>65%,Long
35911,PLAT,3380,18,180717,0.417,78.13,2.6,7.9,15.63,15.0,0.0,10.0,0,3,1,99,3,1,>65%,Fond
35915,TROT_MONTE,1100,7,19000,0.4352,93.19,2.4,16.68,15.09,6.8,0.3,10.1,0,4,1,99,3,1,>65%,Sprint
35916,TROT_MONTE,2600,9,16000,0.4352,81.48,4.6,3.83,7.72,6.8,0.3,10.1,0,8,0,4,3,0,>65%,Fond
35919,TROT_MONTE,1100,11,27000,0.4352,86.63,2.6,18.94,10.13,6.8,0.3,10.1,0,4,1,2,4,1,>65%,Sprint
35925,CROSS,3000,17,27000,0.4445,75.07,3.7,6.52,13.35,15.0,0.0,10.0,0,3,1,99,2,1,>65%,Fond
35926,CROSS,3000,16,35000,0.4445,78.3,2.1,14.44,12.68,15.0,0.0,10.0,0,1,1,1,3,1,>65%,Fond
35930,TROT_MONTE,1400,12,22000,0.4352,67.26,7.1,11.08,23.64,6.8,0.3,10.1,0,4,1,2,2,1,>65%,Sprint
35931,TROT_MONTE,2000,12,25000,0.4352,78.69,3.6,7.04,10.09,6.8,0.3,10.1,0,12,0,2,2,0,>65%,Long
35932,TROT_MONTE,2000,16,20000,0.4352,58.15,8.6,1.6,8.5,6.8,0.3,10.1,0,4,1,5,2,1,55-65%,Long
35939,TROT_MONTE,1400,11,27000,0.4352,81.91,3.7,20.12,18.51,6.8,0.3,10.1,0,3,1,2,2,1,>65%,Sprint
35940,TROT_MONTE,1400,12,20000,0.4352,81.74,3.0,6.94,7.68,6.8,0.3,10.1,0,1,1,1,3,1,>65%,Sprint
35942,TROT_MONTE,1350,11,17000,0.4433,67.03,7.4,5.23,7.4,15.0,0.0,10.0,0,2,1,99,3,1,>65%,Sprint
35947,TROT_MONTE,2900,13,20000,0.4433,75.94,4.5,7.13,24.91,15.0,0.0,10.0,0,12,0,99,1,0,>65%,Fond
35956,TROT_MONTE,1400,12,230082,0.3942,75.0,4.7,1.08,11.1,15.0,0.0,10.0,0,1,1,1,2,1,>65%,Sprint
35958,TROT_MONTE,1400,12,230082,0.3942,89.65,2.0,51.14,24.76,15.0,0.0,10.0,0,2,1,99,2,1,>65%,Sprint
35959,TROT_MONTE,2900,11,12500,0.4433,81.82,2.8,23.48,15.8,15.0,0.0,10.0,0,4,1,99,2,1,>65%,Fond
35964,TROT_MONTE,2100,14,20000,0.4433,62.82,7.2,7.59,10.01,15.0,0.0,10.0,0,3,1,99,1,1,55-65%,Long
35967,CROSS,2725,12,17500,0.3404,76.6,3.9,2.32,7.71,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Fond
35968,TROT_ATTELE,2725,15,17500,0.3404,56.37,8.1,20.83,13.51,15.0,0.0,10.0,0,3,1,99,1,1,55-65%,Fond
35972,TROT_MONTE,2300,16,16000,0.4433,77.97,3.3,6.61,9.54,15.0,0.0,10.0,0,2,1,99,2,1,>65%,Fond
35978,PLAT,3600,16,110000,0.4472,62.51,4.5,0.11,12.8,8.1,0.0,20.5,0,99,0,99,1,0,55-65%,Fond
35979,PLAT,3000,15,62000,0.4472,71.23,3.8,10.04,7.4,8.1,0.0,20.5,0,99,0,2,1,0,>65%,Fond
35983,PLAT,3700,8,26000,0.4472,89.12,2.0,9.61,9.51,8.1,0.0,20.5,0,3,1,5,4,1,>65%,Fond
35984,PLAT,3000,13,62000,0.4472,73.58,3.5,5.82,8.84,8.1,0.0,20.5,0,3,1,3,2,1,>65%,Fond
35985,PLAT,4400,7,95000,0.4472,92.15,2.1,6.55,9.86,8.1,0.0,20.5,0,1,1,1,4,1,>65%,Fond
35990,PLAT,3600,14,62000,0.4472,78.44,3.5,23.6,10.52,8.1,0.0,20.5,0,4,1,2,3,1,>65%,Fond
35991,TROT_MONTE,1200,12,230082,0.3942,86.43,3.0,8.16,9.97,15.0,0.0,10.0,0,1,1,1,4,1,>65%,Sprint
35996,PLAT,3500,12,60000,0.4472,81.15,3.1,8.76,10.82,8.1,0.0,20.5,0,1,1,1,3,1,>65%,Fond
