date,hippodrome,temperature,precipitation,vent_kmh,terrain_lourd,date_str,hippo_str
2025-09-17,MOULINS,15.0,0.0,10.0,0,2025-09-17,MOULINS
2025-09-18,WOLVEGA,15.0,0.0,10.0,0,2025-09-18,WOLVEGA
2025-09-18,GELSENKIRCHEN,15.0,0.0,10.0,0,2025-09-18,GELSENKIRCHEN
2025-09-19,LA CEPIERE,15.0,0.0,10.0,0,2025-09-19,LA CEPIERE
2025-09-19,AVENCHES,15.0,0.0,10.0,0,2025-09-19,AVENCHES
2025-09-19,CAVAILLON,15.0,0.0,10.0,0,2025-09-19,CAVAILLON
2025-09-20,LE LION D'ANGERS,15.0,0.0,10.0,0,2025-09-20,LE LION D'ANGERS
2025-09-20,CAEN,15.0,0.0,10.0,0,2025-09-20,CAEN
2025-09-20,PORNICHET,15.0,0.0,10.0,0,2025-09-20,PORNICHET
2025-09-20,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-09-20,SALON DE PROVENCE
2025-09-20,MONS (GHLIN),15.0,0.0,10.0,0,2025-09-20,MONS (GHLIN)
2025-09-21,AGEN LA GARENNE,15.0,0.0,10.0,0,2025-09-21,AGEN LA GARENNE
2025-09-21,MARONAS,15.0,0.0,10.0,0,2025-09-21,MARONAS
2025-09-21,CARPENTRAS,15.0,0.0,10.0,0,2025-09-21,CARPENTRAS
2025-09-21,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-09-21,SHA TIN (HONG KONG)
2025-09-21,ZURICH,15.0,0.0,10.0,0,2025-09-21,ZURICH
2025-09-22,ANGERS,15.0,0.0,10.0,0,2025-09-22,ANGERS
2025-09-22,WOLVERHAMPTON,15.0,0.0,10.0,0,2025-09-22,WOLVERHAMPTON
2025-09-22,LA CAPELLE,15.0,0.0,10.0,0,2025-09-22,LA CAPELLE
2025-09-23,BORELY,15.0,0.0,10.0,0,2025-09-23,BORELY
2025-09-24,SON PARDO,15.0,0.0,10.0,0,2025-09-24,SON PARDO
2025-09-24,LISIEUX,15.0,0.0,10.0,0,2025-09-24,LISIEUX
2025-09-24,LA CEPIERE,15.0,0.0,10.0,0,2025-09-24,LA CEPIERE
2025-09-24,KEMPTON PARK,15.0,0.0,10.0,0,2025-09-24,KEMPTON PARK
2025-09-25,NEWCASTLE,15.0,0.0,10.0,0,2025-09-25,NEWCASTLE
2025-09-25,LA TESTE,15.0,0.0,10.0,0,2025-09-25,LA TESTE
2025-09-26,LA CEPIERE,15.0,0.0,10.0,0,2025-09-26,LA CEPIERE
2025-09-26,AVENCHES,15.0,0.0,10.0,0,2025-09-26,AVENCHES
2025-09-27,WOLVEGA,15.0,0.0,10.0,0,2025-09-27,WOLVEGA
2025-09-27,STRASBOURG,15.0,0.0,10.0,0,2025-09-27,STRASBOURG
2025-09-27,BORELY,15.0,0.0,10.0,0,2025-09-27,BORELY
2025-09-28,KRIEAU (VIENNE),15.0,0.0,10.0,0,2025-09-28,KRIEAU (VIENNE)
2025-09-28,SON PARDO,15.0,0.0,10.0,0,2025-09-28,SON PARDO
2025-09-28,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-09-28,SHA TIN (HONG KONG)
2025-09-28,ORAISON,15.0,0.0,10.0,0,2025-09-28,ORAISON
2025-09-28,VARSOVIE,15.0,0.0,10.0,0,2025-09-28,VARSOVIE
2025-09-28,COLOGNE,15.0,0.0,10.0,0,2025-09-28,COLOGNE
2025-09-29,LE BOUSCAT,15.0,0.0,10.0,0,2025-09-29,LE BOUSCAT
2025-09-29,JARLSBERG,15.0,0.0,10.0,0,2025-09-29,JARLSBERG
2025-09-30,SON PARDO,15.0,0.0,10.0,0,2025-09-30,SON PARDO
2025-09-30,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-09-30,SALON DE PROVENCE
2025-09-30,MONS (GHLIN),15.0,0.0,10.0,0,2025-09-30,MONS (GHLIN)
2025-10-01,LA CEPIERE,15.0,0.0,10.0,0,2025-10-01,LA CEPIERE
2025-10-01,ANGERS,15.0,0.0,10.0,0,2025-10-01,ANGERS
2025-10-01,BORELY,15.0,0.0,10.0,0,2025-10-01,BORELY
2025-10-01,MONS (GHLIN),15.0,0.0,10.0,0,2025-10-01,MONS (GHLIN)
2025-10-02,NEWCASTLE,15.0,0.0,10.0,0,2025-10-02,NEWCASTLE
2025-10-02,STRAUBING,15.0,0.0,10.0,0,2025-10-02,STRAUBING
2025-10-03,HYERES,15.0,0.0,10.0,0,2025-10-03,HYERES
2025-10-03,HOPPEGARTEN,15.0,0.0,10.0,0,2025-10-03,HOPPEGARTEN
2025-10-04,WOLVEGA,15.0,0.0,10.0,0,2025-10-04,WOLVEGA
2025-10-04,BEAUMONT DE LOMAGNE,15.0,0.0,10.0,0,2025-10-04,BEAUMONT DE LOMAGNE
2025-10-04,CARPENTRAS,15.0,0.0,10.0,0,2025-10-04,CARPENTRAS
2025-10-04,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-10-04,SHA TIN (HONG KONG)
2025-10-05,STRASBOURG,15.0,0.0,10.0,0,2025-10-05,STRASBOURG
2025-10-05,NIMES,15.0,0.0,10.0,0,2025-10-05,NIMES
2025-10-06,VALPARAISO,15.0,0.0,10.0,0,2025-10-06,VALPARAISO
2025-10-06,LE MANS,15.0,0.0,10.0,0,2025-10-06,LE MANS
2025-10-07,MONS (GHLIN),15.0,0.0,10.0,0,2025-10-07,MONS (GHLIN)
2025-10-07,SON PARDO,15.0,0.0,10.0,0,2025-10-07,SON PARDO
2025-10-08,JARLSBERG,15.0,0.0,10.0,0,2025-10-08,JARLSBERG
2025-10-08,ARGENTAN,15.0,0.0,10.0,0,2025-10-08,ARGENTAN
2025-10-08,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-10-08,PONT DE VIVAUX
2025-10-08,KEMPTON PARK,15.0,0.0,10.0,0,2025-10-08,KEMPTON PARK
2025-10-09,NEWCASTLE,15.0,0.0,10.0,0,2025-10-09,NEWCASTLE
2025-10-09,MUNICH-DAGLFING,15.0,0.0,10.0,0,2025-10-09,MUNICH-DAGLFING
2025-10-10,LA CEPIERE,15.0,0.0,10.0,0,2025-10-10,LA CEPIERE
2025-10-10,BORELY,15.0,0.0,10.0,0,2025-10-10,BORELY
2025-10-10,AVENCHES,15.0,0.0,10.0,0,2025-10-10,AVENCHES
2025-10-11,CAEN,15.0,0.0,10.0,0,2025-10-11,CAEN
2025-10-11,MACON-CLUNY,15.0,0.0,10.0,0,2025-10-11,MACON-CLUNY
2025-10-11,KARLSHORST,15.0,0.0,10.0,0,2025-10-11,KARLSHORST
2025-10-11,LES SABLES D OLONNE,15.0,0.0,10.0,0,2025-10-11,LES SABLES D OLONNE
2025-10-11,WOLVEGA,15.0,0.0,10.0,0,2025-10-11,WOLVEGA
2025-10-11,SOLVALLA,15.0,0.0,10.0,0,2025-10-11,SOLVALLA
2025-10-11,REIMS,15.0,0.0,10.0,0,2025-10-11,REIMS
2025-10-11,HYERES,15.0,0.0,10.0,0,2025-10-11,HYERES
2025-10-12,LE BOUSCAT,15.0,0.0,10.0,0,2025-10-12,LE BOUSCAT
2025-10-12,NANCY-BRABOIS,15.0,0.0,10.0,0,2025-10-12,NANCY-BRABOIS
2025-10-12,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-10-12,SHA TIN (HONG KONG)
2025-10-12,GRAIGNES,15.0,0.0,10.0,0,2025-10-12,GRAIGNES
2025-10-12,SAN ISIDRO,15.0,0.0,10.0,0,2025-10-12,SAN ISIDRO
2025-10-12,BOLLENE,15.0,0.0,10.0,0,2025-10-12,BOLLENE
2025-10-12,SAINT GALMIER,15.0,0.0,10.0,0,2025-10-12,SAINT GALMIER
2025-10-12,GELSENKIRCHEN,15.0,0.0,10.0,0,2025-10-12,GELSENKIRCHEN
2025-10-13,VARIG ORKLA NORVEGE,15.0,0.0,10.0,0,2025-10-13,VARIG ORKLA NORVEGE
2025-10-13,KEMPTON PARK,15.0,0.0,10.0,0,2025-10-13,KEMPTON PARK
2025-10-13,BORELY,15.0,0.0,10.0,0,2025-10-13,BORELY
2025-10-14,LE BOUSCAT,15.0,0.0,10.0,0,2025-10-14,LE BOUSCAT
2025-10-14,SON PARDO,15.0,0.0,10.0,0,2025-10-14,SON PARDO
2025-10-14,MONS (GHLIN),15.0,0.0,10.0,0,2025-10-14,MONS (GHLIN)
2025-10-14,CARPENTRAS,15.0,0.0,10.0,0,2025-10-14,CARPENTRAS
2025-10-15,MONS (GHLIN),15.0,0.0,10.0,0,2025-10-15,MONS (GHLIN)
2025-10-15,KEMPTON PARK,15.0,0.0,10.0,0,2025-10-15,KEMPTON PARK
2025-10-15,FEURS,15.0,0.0,10.0,0,2025-10-15,FEURS
2025-10-16,CHARTRES,15.0,0.0,10.0,0,2025-10-16,CHARTRES
2025-10-16,SOUTHWELL,15.0,0.0,10.0,0,2025-10-16,SOUTHWELL
2025-10-16,AVENCHES,15.0,0.0,10.0,0,2025-10-16,AVENCHES
2025-10-17,BADEN-BADEN,15.0,0.0,10.0,0,2025-10-17,BADEN-BADEN
2025-10-17,LA CEPIERE,15.0,0.0,10.0,0,2025-10-17,LA CEPIERE
2025-10-17,BORELY,15.0,0.0,10.0,0,2025-10-17,BORELY
2025-10-18,WOLVEGA,15.0,0.0,10.0,0,2025-10-18,WOLVEGA
2025-10-18,ASCOT,15.0,0.0,10.0,0,2025-10-18,ASCOT
2025-10-18,NANCY-BRABOIS,15.0,0.0,10.0,0,2025-10-18,NANCY-BRABOIS
2025-10-18,BORELY,15.0,0.0,10.0,0,2025-10-18,BORELY
2025-10-19,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-10-19,SHA TIN (HONG KONG)
2025-10-19,BADEN-BADEN,15.0,0.0,10.0,0,2025-10-19,BADEN-BADEN
2025-10-19,CAEN,15.0,0.0,10.0,0,2025-10-19,CAEN
2025-10-19,REIMS,15.0,0.0,10.0,0,2025-10-19,REIMS
2025-10-19,MARONAS,15.0,0.0,10.0,0,2025-10-19,MARONAS
2025-10-19,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-10-19,SALON DE PROVENCE
2025-10-19,LE BOUSCAT,15.0,0.0,10.0,0,2025-10-19,LE BOUSCAT
2025-10-20,LES SABLES D OLONNE,15.0,0.0,10.0,0,2025-10-20,LES SABLES D OLONNE
2025-10-20,SANTIAGO,15.0,0.0,10.0,0,2025-10-20,SANTIAGO
2025-10-21,MONS (GHLIN),15.0,0.0,10.0,0,2025-10-21,MONS (GHLIN)
2025-10-21,SON PARDO,15.0,0.0,10.0,0,2025-10-21,SON PARDO
2025-10-21,LE BOUSCAT,15.0,0.0,10.0,0,2025-10-21,LE BOUSCAT
2025-10-22,GELSENKIRCHEN,15.0,0.0,10.0,0,2025-10-22,GELSENKIRCHEN
2025-10-22,BEAUMONT DE LOMAGNE,15.0,0.0,10.0,0,2025-10-22,BEAUMONT DE LOMAGNE
2025-10-22,KEMPTON PARK,15.0,0.0,10.0,0,2025-10-22,KEMPTON PARK
2025-10-23,AVENCHES,15.0,0.0,10.0,0,2025-10-23,AVENCHES
2025-10-23,SOUTHWELL,15.0,0.0,10.0,0,2025-10-23,SOUTHWELL
2025-10-24,STRASBOURG,15.0,0.0,10.0,0,2025-10-24,STRASBOURG
2025-10-24,SON PARDO,15.0,0.0,10.0,0,2025-10-24,SON PARDO
2025-10-25,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-10-25,SALON DE PROVENCE
2025-10-25,LE BOUSCAT,15.0,0.0,10.0,0,2025-10-25,LE BOUSCAT
2025-10-25,MONS (GHLIN),15.0,0.0,10.0,0,2025-10-25,MONS (GHLIN)
2025-10-26,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-10-26,SALON DE PROVENCE
2025-10-26,WOLVEGA,15.0,0.0,10.0,0,2025-10-26,WOLVEGA
2025-10-26,AGEN LA GARENNE,15.0,0.0,10.0,0,2025-10-26,AGEN LA GARENNE
2025-10-26,LA CAPELLE,15.0,0.0,10.0,0,2025-10-26,LA CAPELLE
2025-10-26,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-10-26,SHA TIN (HONG KONG)
2025-10-26,PRUNELLI,15.0,0.0,10.0,0,2025-10-26,PRUNELLI
2025-10-27,LA CEPIERE,15.0,0.0,10.0,0,2025-10-27,LA CEPIERE
2025-10-28,WOLVERHAMPTON,15.0,0.0,10.0,0,2025-10-28,WOLVERHAMPTON
2025-10-28,FFOS LAS,15.0,0.0,10.0,0,2025-10-28,FFOS LAS
2025-10-29,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-10-29,PONT DE VIVAUX
2025-10-29,LE MANS,15.0,0.0,10.0,0,2025-10-29,LE MANS
2025-10-30,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-10-30,SHA TIN (HONG KONG)
2025-10-30,GRAIGNES,15.0,0.0,10.0,0,2025-10-30,GRAIGNES
2025-10-30,CONCEPCION,15.0,0.0,10.0,0,2025-10-30,CONCEPCION
2025-10-31,BORELY,15.0,0.0,10.0,0,2025-10-31,BORELY
2025-10-31,AVENCHES,15.0,0.0,10.0,0,2025-10-31,AVENCHES
2025-10-31,DEL MAR,15.0,0.0,10.0,0,2025-10-31,DEL MAR
2025-10-31,LA CEPIERE,15.0,0.0,10.0,0,2025-10-31,LA CEPIERE
2025-11-01,DEL MAR,15.0,0.0,10.0,0,2025-11-01,DEL MAR
2025-11-01,WOLVEGA,15.0,0.0,10.0,0,2025-11-01,WOLVEGA
2025-11-01,BEAUMONT DE LOMAGNE,15.0,0.0,10.0,0,2025-11-01,BEAUMONT DE LOMAGNE
2025-11-01,NIMES,15.0,0.0,10.0,0,2025-11-01,NIMES
2025-11-01,LIGNIERES,15.0,0.0,10.0,0,2025-11-01,LIGNIERES
2025-11-02,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-11-02,PONT DE VIVAUX
2025-11-02,LA CAPELLE,15.0,0.0,10.0,0,2025-11-02,LA CAPELLE
2025-11-02,VALPARAISO,15.0,0.0,10.0,0,2025-11-02,VALPARAISO
2025-11-02,ARGENTAN,15.0,0.0,10.0,0,2025-11-02,ARGENTAN
2025-11-02,HAPPY VALLEY,15.0,0.0,10.0,0,2025-11-02,HAPPY VALLEY
2025-11-02,ANGERS,15.0,0.0,10.0,0,2025-11-02,ANGERS
2025-11-03,CHARTRES,15.0,0.0,10.0,0,2025-11-03,CHARTRES
2025-11-03,AGEN LA GARENNE,15.0,0.0,10.0,0,2025-11-03,AGEN LA GARENNE
2025-11-04,MONS (GHLIN),15.0,0.0,10.0,0,2025-11-04,MONS (GHLIN)
2025-11-04,SAINT GALMIER,15.0,0.0,10.0,0,2025-11-04,SAINT GALMIER
2025-11-04,SON PARDO,15.0,0.0,10.0,0,2025-11-04,SON PARDO
2025-11-04,LE BOUSCAT,15.0,0.0,10.0,0,2025-11-04,LE BOUSCAT
2025-11-05,VALPARAISO,15.0,0.0,10.0,0,2025-11-05,VALPARAISO
2025-11-05,MONS (GHLIN),15.0,0.0,10.0,0,2025-11-05,MONS (GHLIN)
2025-11-05,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-11-05,PONT DE VIVAUX
2025-11-05,KEMPTON PARK,15.0,0.0,10.0,0,2025-11-05,KEMPTON PARK
2025-11-06,GELSENKIRCHEN,15.0,0.0,10.0,0,2025-11-06,GELSENKIRCHEN
2025-11-06,WOLVEGA,15.0,0.0,10.0,0,2025-11-06,WOLVEGA
2025-11-07,AVENCHES,15.0,0.0,10.0,0,2025-11-07,AVENCHES
2025-11-08,MARTINIQUE,15.0,0.0,10.0,0,2025-11-08,MARTINIQUE
2025-11-08,BORELY,15.0,0.0,10.0,0,2025-11-08,BORELY
2025-11-08,MUNICH-RIEM,15.0,0.0,10.0,0,2025-11-08,MUNICH-RIEM
2025-11-09,KRIEAU (VIENNE),15.0,0.0,10.0,0,2025-11-09,KRIEAU (VIENNE)
2025-11-09,STRAUBING,15.0,0.0,10.0,0,2025-11-09,STRAUBING
2025-11-09,CHATELAILLON,15.0,0.0,10.0,0,2025-11-09,CHATELAILLON
2025-11-09,AGEN LA GARENNE,15.0,0.0,10.0,0,2025-11-09,AGEN LA GARENNE
2025-11-09,HYERES,15.0,0.0,10.0,0,2025-11-09,HYERES
2025-11-10,REIMS,15.0,0.0,10.0,0,2025-11-10,REIMS
2025-11-11,LA CAPELLE,15.0,0.0,10.0,0,2025-11-11,LA CAPELLE
2025-11-11,NIMES,15.0,0.0,10.0,0,2025-11-11,NIMES
2025-11-11,MONS (GHLIN),15.0,0.0,10.0,0,2025-11-11,MONS (GHLIN)
2025-11-11,STRASBOURG,15.0,0.0,10.0,0,2025-11-11,STRASBOURG
2025-11-11,LA CEPIERE,15.0,0.0,10.0,0,2025-11-11,LA CEPIERE
2025-11-12,SON PARDO,15.0,0.0,10.0,0,2025-11-12,SON PARDO
2025-11-12,LE BOUSCAT,15.0,0.0,10.0,0,2025-11-12,LE BOUSCAT
2025-11-12,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-11-12,PONT DE VIVAUX
2025-11-12,MONS (GHLIN),15.0,0.0,10.0,0,2025-11-12,MONS (GHLIN)
2025-11-14,BORELY,15.0,0.0,10.0,0,2025-11-14,BORELY
2025-11-14,LA CEPIERE,15.0,0.0,10.0,0,2025-11-14,LA CEPIERE
2025-11-14,WOLVEGA,15.0,0.0,10.0,0,2025-11-14,WOLVEGA
2025-11-16,NIMES,15.0,0.0,10.0,0,2025-11-16,NIMES
2025-11-16,ANGERS,15.0,0.0,10.0,0,2025-11-16,ANGERS
2025-11-16,MARONAS,15.0,0.0,10.0,0,2025-11-16,MARONAS
2025-11-16,LA CEPIERE,15.0,0.0,10.0,0,2025-11-16,LA CEPIERE
2025-11-16,PARAY LE MONIAL,15.0,0.0,10.0,0,2025-11-16,PARAY LE MONIAL
2025-11-16,AGEN LA GARENNE,15.0,0.0,10.0,0,2025-11-16,AGEN LA GARENNE
2025-11-17,LE MANS,15.0,0.0,10.0,0,2025-11-17,LE MANS
2025-11-17,MONS (GHLIN),15.0,0.0,10.0,0,2025-11-17,MONS (GHLIN)
2025-11-17,AVENCHES,15.0,0.0,10.0,0,2025-11-17,AVENCHES
2025-11-18,AGEN LA GARENNE,15.0,0.0,10.0,0,2025-11-18,AGEN LA GARENNE
2025-11-18,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-11-18,PONT DE VIVAUX
2025-11-19,HAPPY VALLEY,15.0,0.0,10.0,0,2025-11-19,HAPPY VALLEY
2025-11-19,KEMPTON PARK,15.0,0.0,10.0,0,2025-11-19,KEMPTON PARK
2025-11-20,GRAIGNES,15.0,0.0,10.0,0,2025-11-20,GRAIGNES
2025-11-20,SON PARDO,15.0,0.0,10.0,0,2025-11-20,SON PARDO
2025-11-20,MUNICH-DAGLFING,15.0,0.0,10.0,0,2025-11-20,MUNICH-DAGLFING
2025-11-21,SAINT GALMIER,15.0,0.0,10.0,0,2025-11-21,SAINT GALMIER
2025-11-21,MONS (GHLIN),15.0,0.0,10.0,0,2025-11-21,MONS (GHLIN)
2025-11-21,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-11-21,SALON DE PROVENCE
2025-11-21,LE BOUSCAT,15.0,0.0,10.0,0,2025-11-21,LE BOUSCAT
2025-11-22,PORNICHET,15.0,0.0,10.0,0,2025-11-22,PORNICHET
2025-11-22,MARONAS,15.0,0.0,10.0,0,2025-11-22,MARONAS
2025-11-23,BORELY,15.0,0.0,10.0,0,2025-11-23,BORELY
2025-11-23,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-11-23,SHA TIN (HONG KONG)
2025-11-23,LE BOUSCAT,15.0,0.0,10.0,0,2025-11-23,LE BOUSCAT
2025-11-23,LA CEPIERE,15.0,0.0,10.0,0,2025-11-23,LA CEPIERE
2025-11-23,REIMS,15.0,0.0,10.0,0,2025-11-23,REIMS
2025-11-24,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-11-24,PONT DE VIVAUX
2025-11-24,AGEN LA GARENNE,15.0,0.0,10.0,0,2025-11-24,AGEN LA GARENNE
2025-11-25,MONS (GHLIN),15.0,0.0,10.0,0,2025-11-25,MONS (GHLIN)
2025-11-25,CHARTRES,15.0,0.0,10.0,0,2025-11-25,CHARTRES
2025-11-25,SON PARDO,15.0,0.0,10.0,0,2025-11-25,SON PARDO
2025-11-26,HAPPY VALLEY,15.0,0.0,10.0,0,2025-11-26,HAPPY VALLEY
2025-11-26,NEWCASTLE,15.0,0.0,10.0,0,2025-11-26,NEWCASTLE
2025-11-27,KARLSHORST,15.0,0.0,10.0,0,2025-11-27,KARLSHORST
2025-11-27,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-11-27,SALON DE PROVENCE
2025-11-27,WOLVEGA,15.0,0.0,10.0,0,2025-11-27,WOLVEGA
2025-11-28,SOUTHWELL,15.0,0.0,10.0,0,2025-11-28,SOUTHWELL
2025-11-29,LIGNIERES,15.0,0.0,10.0,0,2025-11-29,LIGNIERES
2025-11-29,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-11-29,PONT DE VIVAUX
2025-11-29,PORNICHET,15.0,0.0,10.0,0,2025-11-29,PORNICHET
2025-11-30,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-11-30,SHA TIN (HONG KONG)
2025-11-30,TOKYO,15.0,0.0,10.0,0,2025-11-30,TOKYO
2025-11-30,BEAUMONT DE LOMAGNE,15.0,0.0,10.0,0,2025-11-30,BEAUMONT DE LOMAGNE
2025-11-30,LA CEPIERE,15.0,0.0,10.0,0,2025-11-30,LA CEPIERE
2025-11-30,PALERMO,15.0,0.0,10.0,0,2025-11-30,PALERMO
2025-11-30,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-11-30,SALON DE PROVENCE
2025-12-01,JARLSBERG,15.0,0.0,10.0,0,2025-12-01,JARLSBERG
2025-12-01,SANTIAGO,15.0,0.0,10.0,0,2025-12-01,SANTIAGO
2025-12-02,SON PARDO,15.0,0.0,10.0,0,2025-12-02,SON PARDO
2025-12-02,MONS (GHLIN),15.0,0.0,10.0,0,2025-12-02,MONS (GHLIN)
2025-12-03,HAPPY VALLEY,15.0,0.0,10.0,0,2025-12-03,HAPPY VALLEY
2025-12-03,KEMPTON PARK,15.0,0.0,10.0,0,2025-12-03,KEMPTON PARK
2025-12-04,MUNICH-DAGLFING,15.0,0.0,10.0,0,2025-12-04,MUNICH-DAGLFING
2025-12-04,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-12-04,PONT DE VIVAUX
2025-12-04,MONS (GHLIN),15.0,0.0,10.0,0,2025-12-04,MONS (GHLIN)
2025-12-05,SAINT BRIEUC,15.0,0.0,10.0,0,2025-12-05,SAINT BRIEUC
2025-12-05,PORNICHET,15.0,0.0,10.0,0,2025-12-05,PORNICHET
2025-12-06,ANGERS,15.0,0.0,10.0,0,2025-12-06,ANGERS
2025-12-06,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-12-06,PONT DE VIVAUX
2025-12-06,WOLVEGA,15.0,0.0,10.0,0,2025-12-06,WOLVEGA
2025-12-07,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-12-07,SHA TIN (HONG KONG)
2025-12-07,DRESDE,15.0,0.0,10.0,0,2025-12-07,DRESDE
2025-12-07,SAN ISIDRO,15.0,0.0,10.0,0,2025-12-07,SAN ISIDRO
2025-12-07,SALON DE PROVENCE,15.0,0.0,10.0,0,2025-12-07,SALON DE PROVENCE
2025-12-08,ANGERS,15.0,0.0,10.0,0,2025-12-08,ANGERS
2025-12-08,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-12-08,PONT DE VIVAUX
2025-12-08,LE BOUSCAT,15.0,0.0,10.0,0,2025-12-08,LE BOUSCAT
2025-12-10,HAPPY VALLEY,15.0,0.0,10.0,0,2025-12-10,HAPPY VALLEY
2025-12-10,MONS (GHLIN),15.0,0.0,10.0,0,2025-12-10,MONS (GHLIN)
2025-12-11,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-12-11,PONT DE VIVAUX
2025-12-12,SON PARDO,15.0,0.0,10.0,0,2025-12-12,SON PARDO
2025-12-12,GRAIGNES,15.0,0.0,10.0,0,2025-12-12,GRAIGNES
2025-12-12,WOLVEGA,15.0,0.0,10.0,0,2025-12-12,WOLVEGA
2025-12-13,KRIEAU (VIENNE),15.0,0.0,10.0,0,2025-12-13,KRIEAU (VIENNE)
2025-12-14,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-12-14,SHA TIN (HONG KONG)
2025-12-14,DORTMUND,15.0,0.0,10.0,0,2025-12-14,DORTMUND
2025-12-14,PORNICHET,15.0,0.0,10.0,0,2025-12-14,PORNICHET
2025-12-14,PALERMO,15.0,0.0,10.0,0,2025-12-14,PALERMO
2025-12-15,LE MANS,15.0,0.0,10.0,0,2025-12-15,LE MANS
2025-12-16,LE BOUSCAT,15.0,0.0,10.0,0,2025-12-16,LE BOUSCAT
2025-12-16,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-12-16,PONT DE VIVAUX
2025-12-17,HAPPY VALLEY,15.0,0.0,10.0,0,2025-12-17,HAPPY VALLEY
2025-12-17,KEMPTON PARK,15.0,0.0,10.0,0,2025-12-17,KEMPTON PARK
2025-12-18,SON PARDO,15.0,0.0,10.0,0,2025-12-18,SON PARDO
2025-12-18,MONS (GHLIN),15.0,0.0,10.0,0,2025-12-18,MONS (GHLIN)
2025-12-19,BEAUMONT DE LOMAGNE,15.0,0.0,10.0,0,2025-12-19,BEAUMONT DE LOMAGNE
2025-12-19,PORNICHET,15.0,0.0,10.0,0,2025-12-19,PORNICHET
2025-12-20,KRIEAU (VIENNE),15.0,0.0,10.0,0,2025-12-20,KRIEAU (VIENNE)
2025-12-20,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-12-20,SHA TIN (HONG KONG)
2025-12-20,WOLVEGA,15.0,0.0,10.0,0,2025-12-20,WOLVEGA
2025-12-21,MARIENDORF,15.0,0.0,10.0,0,2025-12-21,MARIENDORF
2025-12-21,PONT DE VIVAUX,15.0,0.0,10.0,0,2025-12-21,PONT DE VIVAUX
2025-12-21,MARONAS,15.0,0.0,10.0,0,2025-12-21,MARONAS
2025-12-22,LE BOUSCAT,15.0,0.0,10.0,0,2025-12-22,LE BOUSCAT
2025-12-22,VALPARAISO,15.0,0.0,10.0,0,2025-12-22,VALPARAISO
2025-12-23,SON PARDO,15.0,0.0,10.0,0,2025-12-23,SON PARDO
2025-12-23,ARGENTAN,15.0,0.0,10.0,0,2025-12-23,ARGENTAN
2025-12-23,MONS (GHLIN),15.0,0.0,10.0,0,2025-12-23,MONS (GHLIN)
2025-12-24,MONS (GHLIN),15.0,0.0,10.0,0,2025-12-24,MONS (GHLIN)
2025-12-26,LE BOUSCAT,15.0,0.0,10.0,0,2025-12-26,LE BOUSCAT
2025-12-26,PORNICHET,15.0,0.0,10.0,0,2025-12-26,PORNICHET
2025-12-27,SON PARDO,15.0,0.0,10.0,0,2025-12-27,SON PARDO
2025-12-27,SHA TIN (HONG KONG),15.0,0.0,10.0,0,2025-12-27,SHA TIN (HONG KONG)
2025-12-27,PALERMO,15.0,0.0,10.0,0,2025-12-27,PALERMO
2025-12-28,DORTMUND,15.0,0.0,10.0,0,2025-12-28,DORTMUND
2025-12-28,PORNICHET,15.0,0.0,10.0,0,2025-12-28,PORNICHET
2025-12-28,SAN ISIDRO,15.0,0.0,10.0,0,2025-12-28,SAN ISIDRO
2025-12-29,MONS (GHLIN),15.0,0.0,10.0,0,2025-12-29,MONS (GHLIN)
2025-12-29,SANTIAGO,15.0,0.0,10.0,0,2025-12-29,SANTIAGO
2025-12-30,SON PARDO,15.0,0.0,10.0,0,2025-12-30,SON PARDO
